1764682238.417145 server started (68603): version 3.6, socket /private/tmp/tmux-501/default, protocol 8
1764682238.417196 on Darwin 24.5.0 Darwin Kernel Version 24.5.0: Tue Apr 22 19:54:43 PDT 2025; root:xnu-11417.121.6~2/RELEASE_ARM64_T8132
1764682238.417207 using libevent 2.1.12-stable select
1764682238.417220 using utf8proc 2.11.2
1764682238.417228 using ncurses 6.5 20240427
1764682238.419748 cmd_parse_build_commands 0:0: bind
1764682238.419753 cmd_parse_build_commands 0:1: -N
1764682238.419757 cmd_parse_build_commands 0:2: Rename current session
1764682238.419761 cmd_parse_build_commands 0:3: $
1764682238.419765 cmd_parse_build_commands 0:4 0:0: command-prompt
1764682238.419769 cmd_parse_build_commands 0:4 0:1: -I#S
1764682238.419774 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1764682238.419777 cmd_parse_build_commands 0:4 0:2 0:1: --
1764682238.419782 cmd_parse_build_commands 0:4 0:2 0:2: %%
1764682238.419787 cmd_parse_build_commands 0:0: command-prompt
1764682238.419791 cmd_parse_build_commands 0:1: -I#S
1764682238.419796 cmd_parse_build_commands 0:2 0:0: rename-session
1764682238.419800 cmd_parse_build_commands 0:2 0:1: --
1764682238.419804 cmd_parse_build_commands 0:2 0:2: %%
1764682238.419809 cmd_parse_build_commands 0:0: rename-session
1764682238.419813 cmd_parse_build_commands 0:1: --
1764682238.419817 cmd_parse_build_commands 0:2: %%
1764682238.419823 args_parse_flags: next --
1764682238.419827 args_parse: flags end at 2 of 3
1764682238.419831 args_parse: 2 = %% (type STRING)
1764682238.419838 cmd_parse_build_commands: rename-session "%%"
1764682238.419842 args_parse_flags: next -I#S
1764682238.419847 args_parse_flag_argument: -I = #S
1764682238.419851 args_parse: flags end at 2 of 3
1764682238.419856 args_parse: 2 = rename-session "%%" (type COMMANDS)
1764682238.419866 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1764682238.419870 args_parse_flags: next -N
1764682238.419874 args_parse_flag_argument: -N = Rename current session
1764682238.419878 args_parse_flags: next $
1764682238.419882 args_parse: flags end at 3 of 5
1764682238.419887 args_parse: 3 = $ (type STRING)
1764682238.419895 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1764682238.419908 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1764682238.419922 cmdq_get_command: [bind-key/0x143109ac0] group 62
1764682238.419926 cmdq_append <global>: [bind-key/0x143109ac0]
1764682238.419933 yylex_token: end at WS
1764682238.419937 yylex_token: bind
1764682238.419942 yylex_token: end at WS
1764682238.419946 yylex_token: -N
1764682238.419951 yylex_token: end at WS
1764682238.419955 yylex_token: Split window horizontally
1764682238.419959 yylex_get_word: %
1764682238.419964 yylex_token: end at WS
1764682238.419968 yylex_token: split-window
1764682238.419972 yylex_token: end at WS
1764682238.419976 yylex_token: -h
1764682238.419981 cmd_parse_build_commands 0:0: bind
1764682238.419985 cmd_parse_build_commands 0:1: -N
1764682238.419989 cmd_parse_build_commands 0:2: Split window horizontally
1764682238.419993 cmd_parse_build_commands 0:3: %
1764682238.419997 cmd_parse_build_commands 0:4 0:0: split-window
1764682238.420001 cmd_parse_build_commands 0:4 0:1: -h
1764682238.420007 cmd_parse_build_commands 0:0: split-window
1764682238.420011 cmd_parse_build_commands 0:1: -h
1764682238.420018 args_parse_flags: next -h
1764682238.420022 args_parse_flags: -h
1764682238.420026 args_parse: flags end at 2 of 2
1764682238.420032 cmd_parse_build_commands: split-window -h
1764682238.420036 args_parse_flags: next -N
1764682238.420040 args_parse_flag_argument: -N = Split window horizontally
1764682238.420044 args_parse_flags: next %
1764682238.420048 args_parse: flags end at 3 of 5
1764682238.420052 args_parse: 3 = % (type STRING)
1764682238.420057 args_parse: 4 = split-window -h (type COMMANDS)
1764682238.420068 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1764682238.420074 cmdq_get_command: [bind-key/0x14310a300] group 74
1764682238.420078 cmdq_append <global>: [bind-key/0x14310a300]
1764682238.420082 yylex_token: end at WS
1764682238.420086 yylex_token: bind
1764682238.420090 yylex_token: end at WS
1764682238.420094 yylex_token: -N
1764682238.420099 yylex_token: end at WS
1764682238.420103 yylex_token: Kill current window
1764682238.420107 yylex_token: end at WS
1764682238.420111 yylex_token: &
1764682238.420116 yylex_token: end at WS
1764682238.420120 yylex_token: confirm-before
1764682238.420125 yylex_token: end at WS
1764682238.420129 yylex_token: -pkill-window #W? (y/n)
1764682238.420134 yylex_token: end at WS
1764682238.420138 yylex_token: kill-window
1764682238.420143 cmd_parse_build_commands 0:0: bind
1764682238.420147 cmd_parse_build_commands 0:1: -N
1764682238.420151 cmd_parse_build_commands 0:2: Kill current window
1764682238.420155 cmd_parse_build_commands 0:3: &
1764682238.420160 cmd_parse_build_commands 0:4 0:0: confirm-before
1764682238.420164 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1764682238.420168 cmd_parse_build_commands 0:4 0:2: kill-window
1764682238.420173 cmd_parse_build_commands 0:0: confirm-before
1764682238.420177 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1764682238.420181 cmd_parse_build_commands 0:2: kill-window
1764682238.420187 args_parse_flags: next -pkill-window #W? (y/n)
1764682238.420191 args_parse_flag_argument: -p = kill-window #W? (y/n)
1764682238.420195 args_parse_flags: next kill-window
1764682238.420199 args_parse: flags end at 2 of 3
1764682238.420203 args_parse: 2 = kill-window (type STRING)
1764682238.420214 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1764682238.420219 args_parse_flags: next -N
1764682238.420223 args_parse_flag_argument: -N = Kill current window
1764682238.420227 args_parse_flags: next &
1764682238.420231 args_parse: flags end at 3 of 5
1764682238.420235 args_parse: 3 = & (type STRING)
1764682238.420243 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1764682238.420256 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1764682238.420262 cmdq_get_command: [bind-key/0x14310a490] group 82
1764682238.420273 cmdq_append <global>: [bind-key/0x14310a490]
1764682238.420286 yylex_token: end at WS
1764682238.420292 yylex_token: bind
1764682238.420297 yylex_token: end at WS
1764682238.420302 yylex_token: -N
1764682238.420309 yylex_token: end at WS
1764682238.420314 yylex_token: Prompt for window index to select
1764682238.420318 yylex_token: end at WS
1764682238.420322 yylex_token: '
1764682238.420327 yylex_token: end at WS
1764682238.420330 yylex_token: command-prompt
1764682238.420335 yylex_token: end at WS
1764682238.420338 yylex_token: -T
1764682238.420343 yylex_token: end at WS
1764682238.420347 yylex_token: window-target
1764682238.420351 yylex_token: end at WS
1764682238.420355 yylex_token: -pindex
1764682238.420360 yylex_token: end at WS
1764682238.420364 yylex_token: select-window
1764682238.420368 yylex_token: end at WS
1764682238.420372 yylex_token: -t
1764682238.420376 yylex_token: end at WS
1764682238.420380 yylex_token: :%%
1764682238.420386 cmd_parse_build_commands 0:0: bind
1764682238.420390 cmd_parse_build_commands 0:1: -N
1764682238.420394 cmd_parse_build_commands 0:2: Prompt for window index to select
1764682238.420404 cmd_parse_build_commands 0:3: '
1764682238.420408 cmd_parse_build_commands 0:4 0:0: command-prompt
1764682238.420412 cmd_parse_build_commands 0:4 0:1: -T
1764682238.420416 cmd_parse_build_commands 0:4 0:2: window-target
1764682238.420420 cmd_parse_build_commands 0:4 0:3: -pindex
1764682238.420425 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1764682238.420429 cmd_parse_build_commands 0:4 0:4 0:1: -t
1764682238.420433 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1764682238.420439 cmd_parse_build_commands 0:0: command-prompt
1764682238.420443 cmd_parse_build_commands 0:1: -T
1764682238.420447 cmd_parse_build_commands 0:2: window-target
1764682238.420451 cmd_parse_build_commands 0:3: -pindex
1764682238.420455 cmd_parse_build_commands 0:4 0:0: select-window
1764682238.420460 cmd_parse_build_commands 0:4 0:1: -t
1764682238.420464 cmd_parse_build_commands 0:4 0:2: :%%
1764682238.420469 cmd_parse_build_commands 0:0: select-window
1764682238.420473 cmd_parse_build_commands 0:1: -t
1764682238.420477 cmd_parse_build_commands 0:2: :%%
1764682238.420483 args_parse_flags: next -t
1764682238.420488 args_parse_flag_argument: -t = :%%
1764682238.420492 args_parse: flags end at 3 of 3
1764682238.420499 cmd_parse_build_commands: select-window -t ":%%"
1764682238.420503 args_parse_flags: next -T
1764682238.420507 args_parse_flag_argument: -T = window-target
1764682238.420511 args_parse_flags: next -pindex
1764682238.420516 args_parse_flag_argument: -p = index
1764682238.420520 args_parse: flags end at 4 of 5
1764682238.420526 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1764682238.420538 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1764682238.420542 args_parse_flags: next -N
1764682238.420546 args_parse_flag_argument: -N = Prompt for window index to select
1764682238.420551 args_parse_flags: next '
1764682238.420555 args_parse: flags end at 3 of 5
1764682238.420559 args_parse: 3 = ' (type STRING)
1764682238.420569 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1764682238.420585 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1764682238.420593 cmdq_get_command: [bind-key/0x14310af10] group 90
1764682238.420597 cmdq_append <global>: [bind-key/0x14310af10]
1764682238.420602 yylex_token: end at WS
1764682238.420606 yylex_token: bind
1764682238.420610 yylex_token: end at WS
1764682238.420614 yylex_token: -N
1764682238.420619 yylex_token: end at WS
1764682238.420623 yylex_token: Switch to previous client
1764682238.420627 yylex_token: end at WS
1764682238.420631 yylex_token: (
1764682238.420636 yylex_token: end at WS
1764682238.420640 yylex_token: switch-client
1764682238.420644 yylex_token: end at WS
1764682238.420648 yylex_token: -p
1764682238.420653 cmd_parse_build_commands 0:0: bind
1764682238.420657 cmd_parse_build_commands 0:1: -N
1764682238.420667 cmd_parse_build_commands 0:2: Switch to previous client
1764682238.420671 cmd_parse_build_commands 0:3: (
1764682238.420675 cmd_parse_build_commands 0:4 0:0: switch-client
1764682238.420679 cmd_parse_build_commands 0:4 0:1: -p
1764682238.420685 cmd_parse_build_commands 0:0: switch-client
1764682238.420689 cmd_parse_build_commands 0:1: -p
1764682238.420695 args_parse_flags: next -p
1764682238.420699 args_parse_flags: -p
1764682238.420703 args_parse: flags end at 2 of 2
1764682238.420709 cmd_parse_build_commands: switch-client -p
1764682238.420713 args_parse_flags: next -N
1764682238.420717 args_parse_flag_argument: -N = Switch to previous client
1764682238.420721 args_parse_flags: next (
1764682238.420725 args_parse: flags end at 3 of 5
1764682238.420729 args_parse: 3 = ( (type STRING)
1764682238.420735 args_parse: 4 = switch-client -p (type COMMANDS)
1764682238.420745 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1764682238.420751 cmdq_get_command: [bind-key/0x14310b270] group 102
1764682238.420756 cmdq_append <global>: [bind-key/0x14310b270]
1764682238.420760 yylex_token: end at WS
1764682238.420764 yylex_token: bind
1764682238.420768 yylex_token: end at WS
1764682238.420772 yylex_token: -N
1764682238.420777 yylex_token: end at WS
1764682238.420781 yylex_token: Switch to next client
1764682238.420785 yylex_token: end at WS
1764682238.420789 yylex_token: )
1764682238.420794 yylex_token: end at WS
1764682238.420798 yylex_token: switch-client
1764682238.420802 yylex_token: end at WS
1764682238.420805 yylex_token: -n
1764682238.420810 cmd_parse_build_commands 0:0: bind
1764682238.420814 cmd_parse_build_commands 0:1: -N
1764682238.420818 cmd_parse_build_commands 0:2: Switch to next client
1764682238.420823 cmd_parse_build_commands 0:3: )
1764682238.420827 cmd_parse_build_commands 0:4 0:0: switch-client
1764682238.420831 cmd_parse_build_commands 0:4 0:1: -n
1764682238.420836 cmd_parse_build_commands 0:0: switch-client
1764682238.420840 cmd_parse_build_commands 0:1: -n
1764682238.420846 args_parse_flags: next -n
1764682238.420850 args_parse_flags: -n
1764682238.420854 args_parse: flags end at 2 of 2
1764682238.420860 cmd_parse_build_commands: switch-client -n
1764682238.420864 args_parse_flags: next -N
1764682238.420868 args_parse_flag_argument: -N = Switch to next client
1764682238.420872 args_parse_flags: next )
1764682238.420876 args_parse: flags end at 3 of 5
1764682238.420880 args_parse: 3 = ) (type STRING)
1764682238.420886 args_parse: 4 = switch-client -n (type COMMANDS)
1764682238.420895 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1764682238.420902 cmdq_get_command: [bind-key/0x14310b6d0] group 110
1764682238.420906 cmdq_append <global>: [bind-key/0x14310b6d0]
1764682238.420910 yylex_token: end at WS
1764682238.420914 yylex_token: bind
1764682238.420918 yylex_token: end at WS
1764682238.420923 yylex_token: -N
1764682238.420928 yylex_token: end at WS
1764682238.420932 yylex_token: Rename current window
1764682238.420936 yylex_token: end at WS
1764682238.420940 yylex_token: ,
1764682238.420945 yylex_token: end at WS
1764682238.420949 yylex_token: command-prompt
1764682238.420953 yylex_token: end at WS
1764682238.420957 yylex_token: -I#W
1764682238.420962 yylex_token: end at WS
1764682238.420966 yylex_token: rename-window
1764682238.420970 yylex_token: end at WS
1764682238.420974 yylex_token: --
1764682238.420978 yylex_token: end at WS
1764682238.420982 yylex_token: %%
1764682238.420988 cmd_parse_build_commands 0:0: bind
1764682238.420992 cmd_parse_build_commands 0:1: -N
1764682238.420996 cmd_parse_build_commands 0:2: Rename current window
1764682238.421000 cmd_parse_build_commands 0:3: ,
1764682238.421004 cmd_parse_build_commands 0:4 0:0: command-prompt
1764682238.421008 cmd_parse_build_commands 0:4 0:1: -I#W
1764682238.421013 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1764682238.421017 cmd_parse_build_commands 0:4 0:2 0:1: --
1764682238.421021 cmd_parse_build_commands 0:4 0:2 0:2: %%
1764682238.421028 cmd_parse_build_commands 0:0: command-prompt
1764682238.421037 cmd_parse_build_commands 0:1: -I#W
1764682238.421042 cmd_parse_build_commands 0:2 0:0: rename-window
1764682238.421046 cmd_parse_build_commands 0:2 0:1: --
1764682238.421050 cmd_parse_build_commands 0:2 0:2: %%
1764682238.421055 cmd_parse_build_commands 0:0: rename-window
1764682238.421059 cmd_parse_build_commands 0:1: --
1764682238.421063 cmd_parse_build_commands 0:2: %%
1764682238.421068 args_parse_flags: next --
1764682238.421072 args_parse: flags end at 2 of 3
1764682238.421077 args_parse: 2 = %% (type STRING)
1764682238.421083 cmd_parse_build_commands: rename-window "%%"
1764682238.421087 args_parse_flags: next -I#W
1764682238.421091 args_parse_flag_argument: -I = #W
1764682238.421095 args_parse: flags end at 2 of 3
1764682238.421101 args_parse: 2 = rename-window "%%" (type COMMANDS)
1764682238.421110 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1764682238.421114 args_parse_flags: next -N
1764682238.421118 args_parse_flag_argument: -N = Rename current window
1764682238.421122 args_parse_flags: next ,
1764682238.421125 args_parse: flags end at 3 of 5
1764682238.421129 args_parse: 3 = , (type STRING)
1764682238.421136 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1764682238.421156 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1764682238.421163 cmdq_get_command: [bind-key/0x14310bd50] group 118
1764682238.421167 cmdq_append <global>: [bind-key/0x14310bd50]
1764682238.421171 yylex_token: end at WS
1764682238.421174 yylex_token: bind
1764682238.421178 yylex_token: end at WS
1764682238.421181 yylex_token: -N
1764682238.421187 yylex_token: end at WS
1764682238.421190 yylex_token: Delete the most recent paste buffer
1764682238.421194 yylex_token: end at WS
1764682238.421197 yylex_token: -
1764682238.421202 yylex_token: end at WS
1764682238.421205 yylex_token: delete-buffer
1764682238.421209 cmd_parse_build_commands 0:0: bind
1764682238.421213 cmd_parse_build_commands 0:1: -N
1764682238.421217 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1764682238.421221 cmd_parse_build_commands 0:3: -
1764682238.421224 cmd_parse_build_commands 0:4 0:0: delete-buffer
1764682238.421229 cmd_parse_build_commands 0:0: delete-buffer
1764682238.421233 args_parse: flags end at 1 of 1
1764682238.421238 cmd_parse_build_commands: delete-buffer
1764682238.421242 args_parse_flags: next -N
1764682238.421245 args_parse_flag_argument: -N = Delete the most recent paste buffer
1764682238.421249 args_parse_flags: next -
1764682238.421253 args_parse: flags end at 3 of 5
1764682238.421257 args_parse: 3 = - (type STRING)
1764682238.421261 args_parse: 4 = delete-buffer (type COMMANDS)
1764682238.421270 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1764682238.421275 cmdq_get_command: [bind-key/0x14310bef0] group 130
1764682238.421279 cmdq_append <global>: [bind-key/0x14310bef0]
1764682238.421283 yylex_token: end at WS
1764682238.421286 yylex_token: bind
1764682238.421290 yylex_token: end at WS
1764682238.421294 yylex_token: -N
1764682238.421298 yylex_token: end at WS
1764682238.421302 yylex_token: Move the current window
1764682238.421306 yylex_token: end at WS
1764682238.421309 yylex_token: .
1764682238.421313 yylex_token: end at WS
1764682238.421317 yylex_token: command-prompt
1764682238.421321 yylex_token: end at WS
1764682238.421324 yylex_token: -T
1764682238.421328 yylex_token: end at WS
1764682238.421331 yylex_token: target
1764682238.421336 yylex_token: end at WS
1764682238.421339 yylex_token: move-window
1764682238.421343 yylex_token: end at WS
1764682238.421346 yylex_token: -t
1764682238.421350 yylex_token: end at WS
1764682238.421353 yylex_token: %%
1764682238.421358 cmd_parse_build_commands 0:0: bind
1764682238.421361 cmd_parse_build_commands 0:1: -N
1764682238.421365 cmd_parse_build_commands 0:2: Move the current window
1764682238.421369 cmd_parse_build_commands 0:3: .
1764682238.421373 cmd_parse_build_commands 0:4 0:0: command-prompt
1764682238.421382 cmd_parse_build_commands 0:4 0:1: -T
1764682238.421385 cmd_parse_build_commands 0:4 0:2: target
1764682238.421389 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1764682238.421393 cmd_parse_build_commands 0:4 0:3 0:1: -t
